budget,actual_cost,revenue,profit,profit_margin,schedule_delay,project_duration,team_size,labor_cost,resource_utilization,margin_risk,risk_probability,predicted_margin_risk,cost_overrun_pct,labor_intensity,delay_intensity,efficiency_gap,revenue_to_cost_ratio,alert_level,root_causes,recommended_actions
617568.63,727773.5,778458.46,50684.96,0.065,1.0,8,13,198390.59,0.54,1.0,0.9769,1,0.17844959191013313,0.27259935955348746,0.125,0.45999999999999996,1.0696438658456235,Critical,Cost overrun trending above normal range | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities
753675.66,876368.31,885645.73,9277.42,0.01,2.0,11,6,252149.97,0.6,1.0,0.9756,1,0.1627923741095739,0.28772146039831126,0.18181818181818182,0.4,1.0105862111787223,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
1224561.9,1511465.86,1459600.62,-51865.24,-0.036,1.0,13,23,492865.37,0.6,,0.9729,1,0.2342911044349822,0.3260843549585698,0.07692307692307693,0.4,0.9656854703949449,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
107800.75,132653.15,126848.59,-5804.56,-0.046,1.0,7,16,41415.56,0.77,1.0,0.9717,1,0.23054014002685505,0.3122093972137111,0.14285714285714285,0.22999999999999998,0.9562425769761216,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
1783985.49,2011691.75,2140709.99,129018.24,0.06,3.0,14,15,639918.17,0.62,1.0,0.9713,1,0.12763907625728504,0.31809951499776246,0.21428571428571427,0.38,1.0641341994865765,Critical,Cost overrun trending above normal range | Resource utilization is inefficient | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities | Run critical-path recovery plan and control scope additions
752284.21,923456.03,847282.08,-76173.95,-0.09,1.0,11,14,220210.23,0.66,1.0,0.9691,1,0.22753610633406765,0.23846314588470444,0.09090909090909091,0.33999999999999997,0.9175120985457206,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
1328564.82,1559275.28,1620345.0,61069.72,0.038,1.0,13,23,372979.33,0.53,1.0,0.9683,1,0.17365389819670218,0.2392004380393948,0.07692307692307693,0.47,1.0391654512729784,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
1295851.79,1664952.48,1600616.57,-64335.92,-0.04,1.0,13,22,611114.36,0.65,1.0,0.9672,1,0.2848324884437594,0.3670461273465294,0.07692307692307693,0.35,0.9613587109705378,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
1116774.6,1412762.42,1203840.99,-208921.43,-0.174,0.0,12,19,400917.41,0.73,1.0,0.9615,1,0.26503810169034986,0.283782612224354,0.0,0.27,0.8521184970364657,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
708762.16,904336.31,816572.39,-87763.92,-0.107,0.0,6,29,302483.27,0.71,1.0,0.9602,1,0.2759376290630414,0.33448095211393203,0.0,0.29000000000000004,0.9029521218715634,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
617157.52,752641.06,754851.18,2210.12,0.003,2.0,11,16,176233.1,0.82,1.0,0.9591,1,0.21952829805914062,0.2341529174610803,0.18181818181818182,0.18000000000000005,1.0029364860854124,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions
1039710.41,1282061.26,1153863.56,-128197.69,-0.111,0.0,12,21,369455.88,0.61,1.0,0.9582,1,0.23309456909256104,0.2881733436045014,0.0,0.39,0.9000065722288497,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
704430.95,884672.85,859727.57,-24945.28,-0.029,0.0,6,14,204122.54,0.76,1.0,0.9582,1,0.25586879736047946,0.23073223056410064,0.0,0.24,0.9718028195394489,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
1081131.26,1172642.22,1297698.75,125056.52,0.096,6.0,16,25,335713.47,0.78,1.0,0.9579,1,0.08464370921991467,0.2862880632082307,0.375,0.21999999999999997,1.106645085659631,Critical,Schedule delay is likely increasing overhead,Run critical-path recovery plan and control scope additions
97783.98,118128.57,116384.93,-1743.64,-0.015,1.0,7,10,38311.28,0.74,1.0,0.9578,1,0.20805647305417527,0.3243184946706796,0.14285714285714285,0.26,0.985239472550967,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
1844704.41,2166956.27,1996439.47,-170516.8,-0.085,2.0,16,28,498250.9,0.53,1.0,0.9565,1,0.17469024210767736,0.2299312205317369,0.125,0.47,0.9213104563480646,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
160206.36,176799.7,185090.32,8290.62,0.045,3.0,12,12,48486.36,0.59,1.0,0.9557,1,0.10357478941535173,0.2742445829942019,0.25,0.41000000000000003,1.0468927266279298,Critical,Profit margin dropped below healthy baseline | Resource utilization is inefficient | Schedule delay is likely increasing overhead,Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities | Run critical-path recovery plan and control scope additions
549199.64,627163.47,700389.05,73225.58,0.105,1.0,9,7,224359.45,0.59,1.0,0.9539,1,0.14195899691412753,0.3577367954801322,0.1111111111111111,0.41000000000000003,1.1167567683749184,Critical,Cost overrun trending above normal range | Resource utilization is inefficient | Labor cost intensity is elevated,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities | Audit staffing mix and reduce expensive role over-allocation
138943.7,154933.53,185121.6,30188.07,0.163,1.0,5,8,54343.8,0.63,1.0,0.9537,1,0.11508136029197427,0.35075557886017317,0.2,0.37,1.1948452991421548,Critical,Cost overrun trending above normal range | Resource utilization is inefficient | Labor cost intensity is elevated,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities | Audit staffing mix and reduce expensive role over-allocation
1407885.5,1500544.14,1669108.44,168564.31,0.101,3.0,15,14,524639.65,0.5,1.0,0.953,1,0.06581404524728744,0.34963293382359284,0.2,0.5,1.112335449192451,Critical,Resource utilization is inefficient | Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Reallocate underused team capacity to billable activities | Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
323765.16,353605.2,383787.26,30182.06,0.079,2.0,9,3,100422.53,0.69,1.0,0.9497,1,0.09216569194783046,0.2839961912324819,0.2222222222222222,0.31000000000000005,1.0853552493006324,Critical,Schedule delay is likely increasing overhead,Run critical-path recovery plan and control scope additions
659722.09,812887.74,728515.97,-84371.77,-0.116,0.0,4,14,225237.6,0.63,1.0,0.9496,1,0.23216692653113985,0.27708327843645425,0.0,0.37,0.8962073533056361,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
102759.96,121247.24,122068.27,821.03,0.007,1.0,10,8,45117.2,0.55,1.0,0.9476,1,0.1799074269783678,0.37210908883369215,0.1,0.44999999999999996,1.0067715355829956,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
708919.13,887266.6,833832.3,-53434.3,-0.064,0.0,8,12,196027.94,0.76,1.0,0.947,1,0.2515766078988445,0.22093465481513674,0.0,0.24,0.9397765000959126,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
173157.33,209690.35,222556.79,12866.44,0.058,2.0,10,14,75134.01,0.85,1.0,0.9459,1,0.2109816546605334,0.3583093356465855,0.2,0.15000000000000002,1.0613592375614807,Critical,Cost overrun trending above normal range | Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Freeze non-critical spend and review vendor burn rates weekly | Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
1520827.54,1711056.39,1748778.83,37722.45,0.022,3.0,17,15,552702.21,0.68,0.0,0.9436,1,0.1250824600401436,0.3230181151423069,0.17647058823529413,0.31999999999999995,1.0220462868555724,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions
922872.92,1031946.39,1207943.15,175996.76,0.146,3.0,16,14,371335.5,0.75,1.0,0.9432,1,0.11818904600646421,0.35983991377691626,0.1875,0.25,1.1705483557144862,Critical,Cost overrun trending above normal range | Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Freeze non-critical spend and review vendor burn rates weekly | Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
764920.36,859153.87,891289.59,32135.73,0.036,2.0,8,12,304299.54,0.71,1.0,0.9424,1,0.12319388387047249,0.3541851473007972,0.25,0.29000000000000004,1.0374039169491258,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions
1207079.99,1401755.18,1387249.9,-14505.27,-0.01,0.0,8,17,337326.53,0.61,1.0,0.9408,1,0.16127778739833137,0.2406458237593244,0.0,0.39,0.9896520589280077,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
162214.62,190880.37,203272.11,12391.74,0.061,1.0,9,18,63555.6,0.57,1.0,0.9394,1,0.17671495947775853,0.33296037722475075,0.1111111111111111,0.43000000000000005,1.0649188808676344,Critical,Cost overrun trending above normal range | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities
1948813.29,2427559.08,2368619.79,-58939.29,-0.025,2.0,12,23,541097.16,0.76,1.0,0.9387,1,0.24566016275473984,0.2228976276861612,0.16666666666666666,0.24,0.9757207598012403,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions
1409806.79,1517361.07,1707660.82,190299.75,0.111,3.0,12,9,498553.68,0.89,1.0,0.9382,1,0.0762900851115918,0.32856627855886666,0.25,0.10999999999999999,1.125414941613073,Critical,Schedule delay is likely increasing overhead,Run critical-path recovery plan and control scope additions
602254.51,673203.96,741836.19,68632.23,0.093,1.0,7,18,169239.77,0.55,1.0,0.9381,1,0.11780642373271717,0.2513944956592353,0.14285714285714285,0.44999999999999996,1.101948642726344,Critical,Cost overrun trending above normal range | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities
658525.83,771069.64,805628.23,34558.6,0.043,1.0,9,16,189507.23,0.62,1.0,0.9378,1,0.17090265084970177,0.2457718734717658,0.1111111111111111,0.38,1.0448190256848915,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
1490079.6,1623114.38,1703435.28,80320.91,0.047,3.0,18,4,607472.19,0.78,0.0,0.9336,1,0.08928031764209092,0.37426332825663217,0.16666666666666666,0.21999999999999997,1.0494856684098874,Critical,Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
407858.88,517098.13,475889.3,-41208.83,-0.087,0.0,7,8,161709.94,0.66,1.0,0.9319,1,0.26783589951504794,0.3127258263339688,0.0,0.33999999999999997,0.9203075246085303,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
659339.83,723408.63,805774.13,82365.5,0.102,1.0,10,16,201975.56,0.5,1.0,0.9282,1,0.09717113555842675,0.27919982099190604,0.1,0.5,1.113857502639967,Critical,Resource utilization is inefficient,Reallocate underused team capacity to billable activities
588635.36,635792.56,646249.65,10457.09,0.016,2.0,11,7,215009.53,0.66,1.0,0.9274,1,0.08011275435441063,0.3381755992866604,0.18181818181818182,0.33999999999999997,1.016447329927862,Critical,Profit margin dropped below healthy baseline | Resource utilization is inefficient | Schedule delay is likely increasing overhead,Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities | Run critical-path recovery plan and control scope additions
1293380.3,1376391.54,1531356.24,154964.7,0.101,3.0,10,8,511622.81,0.78,1.0,0.9259,1,0.06418161773455185,0.37171313186072036,0.3,0.21999999999999997,1.1125876580148117,Critical,Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
151101.99,194174.38,169101.16,-25073.22,-0.148,0.0,6,13,64292.69,0.68,1.0,0.9224,1,0.2850550810085295,0.33110799684283787,0.0,0.31999999999999995,0.8708726661055902,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
545009.61,600583.37,640759.34,40175.97,0.063,1.0,6,10,184469.24,0.58,1.0,0.921,1,0.10196840382319132,0.3071500964137585,0.16666666666666666,0.42000000000000004,1.066894909194705,Critical,Resource utilization is inefficient,Reallocate underused team capacity to billable activities
1560040.33,1804585.46,1876797.04,72211.58,0.038,1.0,12,8,576626.18,0.58,1.0,0.9207,1,0.15675564618255727,0.3195338723387476,0.08333333333333333,0.42000000000000004,1.040015605578469,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
1956304.48,2191934.26,2468001.57,276067.31,0.112,1.0,9,19,766256.88,0.57,1.0,0.9196,1,0.12044637346022936,0.34958022874280914,0.1111111111111111,0.43000000000000005,1.125946893133556,Critical,Cost overrun trending above normal range | Resource utilization is inefficient | Labor cost intensity is elevated,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities | Audit staffing mix and reduce expensive role over-allocation
766671.78,934165.42,906133.16,-28032.27,-0.031,1.0,12,10,293566.29,0.83,1.0,0.9176,1,0.2184685081274284,0.31425514551801753,0.08333333333333333,0.17000000000000004,0.9699921883214216,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
685121.8,765881.57,802279.01,36397.44,0.045,3.0,15,14,275057.72,0.81,1.0,0.9171,1,0.11787651480364499,0.35913871122398205,0.2,0.18999999999999995,1.047523587752608,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions
713509.05,762292.69,847771.3,85478.6,0.101,2.0,8,21,255792.89,0.62,1.0,0.9163,1,0.06837143831602402,0.3355573172294228,0.25,0.38,1.1121335821808813,Critical,Resource utilization is inefficient | Schedule delay is likely increasing overhead,Reallocate underused team capacity to billable activities | Run critical-path recovery plan and control scope additions
117990.48,128618.28,150694.69,22076.41,0.146,2.0,8,9,47421.58,0.65,1.0,0.9162,1,0.09007336863109637,0.3687001567739827,0.25,0.35,1.171642864451305,Critical,Resource utilization is inefficient | Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Reallocate underused team capacity to billable activities | Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
712995.64,760830.83,837258.14,76427.31,0.091,3.0,14,8,180405.85,0.77,1.0,0.9118,1,0.06709043830899154,0.23711690284685233,0.21428571428571427,0.22999999999999998,1.1004524356616832,Critical,Schedule delay is likely increasing overhead,Run critical-path recovery plan and control scope additions
1545118.14,1739855.41,1960136.12,220280.71,0.112,3.0,19,21,573381.51,0.69,1.0,0.9094,1,0.1260339031421895,0.32955698887644924,0.15789473684210525,0.31000000000000005,1.126608630081508,Critical,Cost overrun trending above normal range | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Run critical-path recovery plan and control scope additions
371592.82,439875.62,458393.67,18518.05,0.04,1.0,8,15,153712.57,0.68,1.0,0.9077,1,0.18375704891176312,0.34944553189831257,0.125,0.31999999999999995,1.0420983777186832,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Labor cost intensity is elevated,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Audit staffing mix and reduce expensive role over-allocation
164219.25,175391.55,199243.66,23852.11,0.12,1.0,5,3,49865.09,0.62,1.0,0.9062,1,0.06803282806370135,0.28430725425483727,0.2,0.38,1.1359934956957733,Critical,Resource utilization is inefficient,Reallocate underused team capacity to billable activities
1580560.2,1712018.29,1903920.32,191902.02,0.101,3.0,18,27,582564.76,0.76,1.0,0.9048,1,0.08317183363215148,0.34027951885957947,0.16666666666666666,0.24,1.1120911097275719,Critical,Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
1327854.03,1465554.63,1480023.67,14469.04,0.01,3.0,12,25,404257.4,0.82,1.0,0.9025,1,0.10370160943066901,0.2758391886080699,0.25,0.18000000000000005,1.009872740124331,Critical,Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead | Revenue conversion from cost is weak,Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions | Revisit billing milestones and improve invoicing cadence
1620754.86,1818033.1,2047758.43,229725.33,0.112,0.0,11,10,583804.27,0.5,1.0,0.9023,1,0.12171997435812099,0.32111861439706463,0.0,0.5,1.1263592670562488,Critical,Cost overrun trending above normal range | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities
1499308.26,1623079.97,1961297.92,338217.95,0.172,1.0,14,19,498049.59,0.54,1.0,0.8983,1,0.08255254326418501,0.30685462158712984,0.07142857142857142,0.45999999999999996,1.2083803363059185,Critical,Resource utilization is inefficient,Reallocate underused team capacity to billable activities
140581.3,170506.99,163779.13,-6727.86,-0.041,0.0,3,6,50786.8,0.73,1.0,0.8978,1,0.21287105753041127,0.2978575834339695,0.0,0.27,0.9605420282183154,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
416316.46,471355.25,520128.43,48773.18,0.094,1.0,10,10,156156.99,0.62,1.0,0.8969,1,0.132204213112304,0.33129362619807456,0.1,0.38,1.1034743540036946,Critical,Cost overrun trending above normal range | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities
1949687.54,2156055.49,2336180.47,180124.98,0.077,0.0,16,13,507697.54,0.5,1.0,0.8943,1,0.10584667838621986,0.23547517322942366,0.0,0.5,1.0835437588853523,Critical,Cost overrun trending above normal range | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reallocate underused team capacity to billable activities
2072789.12,2369312.96,2345234.86,-24078.1,-0.01,2.0,16,17,603392.61,0.69,1.0,0.8941,1,0.1430554787937134,0.2546698642968635,0.125,0.31000000000000005,0.9898375181301502,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Schedule delay is likely increasing overhead,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Run critical-path recovery plan and control scope additions
2046163.17,2182760.13,2413041.0,230280.88,0.095,3.0,18,19,804570.07,0.65,1.0,0.8939,1,0.0667576085830926,0.3686021468607272,0.16666666666666666,0.35,1.1054998516946524,Critical,Resource utilization is inefficient | Schedule delay is likely increasing overhead | Labor cost intensity is elevated,Reallocate underused team capacity to billable activities | Run critical-path recovery plan and control scope additions | Audit staffing mix and reduce expensive role over-allocation
111849.62,129130.66,127659.75,-1470.9,-0.012,1.0,8,8,38369.15,0.63,1.0,0.8934,1,0.1545024471249881,0.29713431341557456,0.125,0.37,0.9886091343450114,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Resource utilization is inefficient,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Reallocate underused team capacity to billable activities
112191.89,140287.12,129449.72,-10837.4,-0.084,0.0,7,8,46452.81,0.74,1.0,0.8911,1,0.2504212202860652,0.33112669217245316,0.0,0.26,0.922748431930173,Critical,Cost overrun trending above normal range | Profit margin dropped below healthy baseline | Revenue conversion from cost is weak,Freeze non-critical spend and review vendor burn rates weekly | Reprice scope changes and negotiate margin-protection clauses | Revisit billing milestones and improve invoicing cadence
